"","block_num","block","rc","rt"
"1",1,"2b",0,1950.68633641321
"2",1,"2b",0,892.603607973673
"3",1,"2b",1,1921.85350928946
"4",1,"2b",0,1215.87489962195
"5",1,"2b",1,1513.88783918146
"6",1,"2b",1,1706.63944481462
"7",1,"2b",0,974.394065319978
"8",1,"2b",1,1147.7045384267
"9",1,"2b",1,1092.45141517718
"10",1,"2b",0,2708.04213801119
"11",1,"2b",1,1363.07353454879
"12",1,"2b",0,1536.40021155554
"13",2,"0b",1,670.482876488637
"14",2,"0b",1,1387.71924685311
"15",2,"0b",1,371.462116333648
"16",2,"0b",1,1403.38789395369
"17",2,"0b",0,694.522433336246
"18",2,"0b",1,1207.13589405485
"19",2,"0b",1,1086.82418642854
"20",2,"0b",1,1062.92937949306
"21",2,"0b",1,418.634908531974
"22",2,"0b",1,569.502836453112
"23",2,"0b",1,858.057453641066
"24",2,"0b",1,1143.1506286391
"25",3,"2b",1,747.092735721837
"26",3,"2b",1,966.066078913109
"27",3,"2b",1,1691.6387551511
"28",3,"2b",1,1424.47971635606
"29",3,"2b",0,2012.54913873374
"30",3,"2b",0,999.108018954207
"31",3,"2b",1,442.756151810262
"32",3,"2b",1,1823.91346323913
"33",3,"2b",0,995.689190782936
"34",3,"2b",0,1360.17026341128
"35",3,"2b",1,2159.5209069259
"36",3,"2b",1,1174.7929738444
"37",4,"0b",0,822.993099078352
"38",4,"0b",1,876.549428736225
"39",4,"0b",1,883.234045110403
"40",4,"0b",1,961.056806669465
"41",4,"0b",1,661.854330206987
"42",4,"0b",1,646.518883343126
"43",4,"0b",1,871.081363738289
"44",4,"0b",0,637.523248513491
"45",4,"0b",1,1165.76829411292
"46",4,"0b",1,852.240762531845
"47",4,"0b",1,615.419505171057
"48",4,"0b",1,606.895668231188
"49",5,"2b",0,1161.01245742233
"50",5,"2b",0,1861.32710812984
"51",5,"2b",1,713.695569900995
"52",5,"2b",1,1275.56161601317
"53",5,"2b",1,947.929831391022
"54",5,"2b",0,1640.37931900859
"55",5,"2b",0,1365.00338070107
"56",5,"2b",1,1854.85404088507
"57",5,"2b",1,2329.25043449067
"58",5,"2b",0,1370.32776586249
"59",5,"2b",0,1032.69167390081
"60",5,"2b",1,888.241636740648
"61",6,"0b",1,976.267839049494
"62",6,"0b",1,1046.33355792122
"63",6,"0b",1,527.619590227446
"64",6,"0b",1,838.111581904877
"65",6,"0b",0,787.132106630727
"66",6,"0b",1,1158.56194112773
"67",6,"0b",1,1126.75767095062
"68",6,"0b",1,706.315791669644
"69",6,"0b",1,813.798129998576
"70",6,"0b",1,995.816784020463
"71",6,"0b",1,303.95220902091
"72",6,"0b",1,706.918710355986
