"","block_num","block","rc","rt"
"1",1,"2b",0,1200.06638250094
"2",1,"2b",1,1126.48608859646
"3",1,"2b",1,1717.04753283073
"4",1,"2b",1,2064.94110624746
"5",1,"2b",1,1294.03881031668
"6",1,"2b",1,1499.33599624577
"7",1,"2b",1,1264.79234304714
"8",1,"2b",1,1600.67992194057
"9",1,"2b",1,1409.2477311394
"10",1,"2b",0,1418.2977509301
"11",1,"2b",1,1856.457563808
"12",1,"2b",1,806.289425302273
"13",2,"0b",0,619.543415348572
"14",2,"0b",0,975.797483691743
"15",2,"0b",1,711.655464094468
"16",2,"0b",1,559.841736354721
"17",2,"0b",1,609.291640659503
"18",2,"0b",1,870.724709724213
"19",2,"0b",1,309.550284545748
"20",2,"0b",1,1061.36877217466
"21",2,"0b",1,648.998143305332
"22",2,"0b",0,563.845256307954
"23",2,"0b",1,425.419937135474
"24",2,"0b",1,476.627797966114
"25",3,"2b",1,860.98242349347
"26",3,"2b",1,901.615534844496
"27",3,"2b",1,1824.77035649885
"28",3,"2b",1,1387.79417425867
"29",3,"2b",1,778.077689180615
"30",3,"2b",0,1065.65199249889
"31",3,"2b",1,1157.54825922457
"32",3,"2b",0,959.852409382448
"33",3,"2b",1,817.973194752718
"34",3,"2b",1,1274.0979589998
"35",3,"2b",1,1670.59735975988
"36",3,"2b",0,1413.42600178365
"37",4,"0b",1,725.104793549339
"38",4,"0b",1,673.910517351787
"39",4,"0b",1,858.699351068012
"40",4,"0b",1,907.195854152895
"41",4,"0b",1,762.914606300799
"42",4,"0b",1,570.13573316306
"43",4,"0b",1,521.085734964584
"44",4,"0b",1,883.556183180624
"45",4,"0b",1,1207.05105568263
"46",4,"0b",1,563.859321521091
"47",4,"0b",1,684.560398310842
"48",4,"0b",1,899.204168075583
"49",5,"2b",1,1812.0697533286
"50",5,"2b",1,1933.99829309119
"51",5,"2b",1,1046.81910603871
"52",5,"2b",1,1067.75905174585
"53",5,"2b",1,1430.60900024587
"54",5,"2b",0,1615.04048827581
"55",5,"2b",1,1130.18692188755
"56",5,"2b",1,1088.32759579976
"57",5,"2b",0,990.864236222674
"58",5,"2b",1,2041.10094536337
"59",5,"2b",0,1216.21098310806
"60",5,"2b",1,1319.10643852677
"61",6,"0b",1,570.930852262391
"62",6,"0b",1,848.624118173696
"63",6,"0b",1,604.529850570751
"64",6,"0b",1,632.213901416714
"65",6,"0b",1,899.961492517334
"66",6,"0b",1,482.329723553465
"67",6,"0b",1,774.245136271858
"68",6,"0b",1,949.379897878818
"69",6,"0b",1,1290.19689701258
"70",6,"0b",1,943.835564372059
"71",6,"0b",1,1314.42889765003
"72",6,"0b",1,935.948010058915
