"","block_num","block","rc","rt"
"1",1,"2b",0,1794.85110406468
"2",1,"2b",1,2137.78607791341
"3",1,"2b",1,1757.48265915702
"4",1,"2b",1,1872.13135398093
"5",1,"2b",1,1751.43820724955
"6",1,"2b",1,1537.69621588255
"7",1,"2b",1,1008.7356130015
"8",1,"2b",1,1033.53263133826
"9",1,"2b",1,499.580001812356
"10",1,"2b",1,1297.09114306
"11",1,"2b",0,1749.67783792836
"12",1,"2b",1,1815.96127826304
"13",2,"0b",1,788.612711883622
"14",2,"0b",1,934.582129312018
"15",2,"0b",1,1302.95669358449
"16",2,"0b",1,706.557636363162
"17",2,"0b",0,1056.08470003492
"18",2,"0b",0,647.82366977551
"19",2,"0b",1,412.397276971006
"20",2,"0b",1,1134.00881520713
"21",2,"0b",0,750.664073515923
"22",2,"0b",1,682.887775397977
"23",2,"0b",1,1210.72995385957
"24",2,"0b",1,1134.88185747201
"25",3,"2b",1,1854.50937773342
"26",3,"2b",1,1014.54805683484
"27",3,"2b",1,359.284264862223
"28",3,"2b",1,712.150907987921
"29",3,"2b",1,1776.27826231376
"30",3,"2b",1,1154.71605691746
"31",3,"2b",1,1209.90625614177
"32",3,"2b",1,2005.11961056229
"33",3,"2b",0,1621.73432025977
"34",3,"2b",1,889.370728235289
"35",3,"2b",0,527.041673967488
"36",3,"2b",1,886.726387181606
"37",4,"0b",1,304.023331029539
"38",4,"0b",1,600.003685963346
"39",4,"0b",1,665.529743220343
"40",4,"0b",1,1113.16740449271
"41",4,"0b",1,1108.45221421862
"42",4,"0b",1,930.527137774501
"43",4,"0b",1,1281.26365448717
"44",4,"0b",1,645.37664007639
"45",4,"0b",1,1103.76115813218
"46",4,"0b",1,789.217991062784
"47",4,"0b",1,599.797371147077
"48",4,"0b",1,1077.01401149925
"49",5,"2b",0,1714.78698966056
"50",5,"2b",1,1130.64900816785
"51",5,"2b",0,1930.51746823233
"52",5,"2b",1,895.622427518904
"53",5,"2b",1,1612.67576043332
"54",5,"2b",1,891.412517215944
"55",5,"2b",1,628.521244660165
"56",5,"2b",1,1368.14759960508
"57",5,"2b",0,1741.46137481291
"58",5,"2b",1,424.348958452592
"59",5,"2b",1,674.287765540237
"60",5,"2b",1,2182.27299828774
"61",6,"0b",1,742.231936687381
"62",6,"0b",1,659.061054456878
"63",6,"0b",1,1360.59665010011
"64",6,"0b",1,1337.12726247291
"65",6,"0b",1,469.67547748423
"66",6,"0b",1,749.56774336701
"67",6,"0b",1,1212.58259141375
"68",6,"0b",0,1099.48700691566
"69",6,"0b",1,1182.98048562373
"70",6,"0b",1,478.475924552061
"71",6,"0b",1,1573.18042885939
"72",6,"0b",1,459.962012068902
