"block_num","block","rc","rt"
1,"2b",1,1220.64626339608
1,"2b",1,1635.92693670056
1,"2b",1,2353.27930087548
1,"2b",1,542.049934468571
1,"2b",0,1047.4682390046
1,"2b",1,1230.6185298288
1,"2b",1,1284.39000201992
1,"2b",1,1003.41548104378
1,"2b",1,2417.80138428982
1,"2b",0,2044.11058410374
1,"2b",1,1804.01233384556
1,"2b",0,1667.54581481015
2,"0b",1,1122.87145893055
2,"0b",1,621.036070553452
2,"0b",1,625.703711606893
2,"0b",1,890.622969143663
2,"0b",1,891.705546654301
2,"0b",1,1212.19950620068
2,"0b",1,945.61982851582
2,"0b",1,843.452011804294
2,"0b",1,1052.78595317463
2,"0b",1,636.917655271171
2,"0b",1,1127.89156888373
2,"0b",1,493.237518841523
3,"2b",1,980.190085050626
3,"2b",1,911.916545032857
3,"2b",1,1577.38732649398
3,"2b",1,1008.93893495715
3,"2b",1,915.702449063726
3,"2b",0,1910.75784390738
3,"2b",1,2134.58520483604
3,"2b",1,1846.74019210512
3,"2b",1,554.378747429275
3,"2b",1,1938.32654129763
3,"2b",1,685.731214630148
3,"2b",0,1264.0244890091
4,"0b",1,747.305529782032
4,"0b",1,886.051556961492
4,"0b",1,977.222003491804
4,"0b",0,704.791914751211
4,"0b",1,589.204507869748
4,"0b",0,389.723659521206
4,"0b",1,581.35782532405
4,"0b",1,763.542522307123
4,"0b",1,609.438185338042
4,"0b",1,978.410806436173
4,"0b",1,910.250369269328
4,"0b",1,317.378469594118
5,"2b",1,796.479937316344
5,"2b",1,1512.60379981995
5,"2b",0,687.591703832256
5,"2b",0,1004.76767233644
5,"2b",1,843.180965430755
5,"2b",1,864.541142821666
5,"2b",1,1115.72218010321
5,"2b",1,1057.37374195362
5,"2b",1,950.019060408983
5,"2b",1,1173.28305160869
5,"2b",1,507.55119596041
5,"2b",1,1355.51918376066
6,"0b",1,740.447763326894
6,"0b",1,947.794328336223
6,"0b",1,811.17231832797
6,"0b",1,636.22641429298
6,"0b",1,670.257179893388
6,"0b",1,696.654588099934
6,"0b",0,704.099181268274
6,"0b",1,574.490337920908
6,"0b",1,1122.23045703228
6,"0b",1,828.146646697847
6,"0b",1,568.079951153527
6,"0b",1,977.374620484526
