"block_num","block","rc","rt"
1,"2b",1,1323.93223607839
1,"2b",0,843.06686289509
1,"2b",1,1546.92142754711
1,"2b",1,522.54308029403
1,"2b",1,1732.35865791144
1,"2b",0,1277.79603381582
1,"2b",1,782.028653129267
1,"2b",1,1258.53894399358
1,"2b",1,1167.16648743048
1,"2b",0,1117.76931295041
1,"2b",1,551.325454217043
1,"2b",1,1007.39492201549
2,"0b",1,602.940134859425
2,"0b",1,660.292323655905
2,"0b",1,981.768024616071
2,"0b",1,788.144138824583
2,"0b",1,516.483049162331
2,"0b",1,346.40461682466
2,"0b",0,967.789148893581
2,"0b",1,486.810964887537
2,"0b",1,949.103621731336
2,"0b",1,821.921274674417
2,"0b",1,1016.53130448294
2,"0b",1,1128.25145031491
3,"2b",1,1630.25040517704
3,"2b",0,442.978336342736
3,"2b",0,2029.42849055364
3,"2b",1,596.052258318027
3,"2b",0,1777.11969282516
3,"2b",0,544.203872773394
3,"2b",1,1187.92843298367
3,"2b",1,626.735552244291
3,"2b",1,402.707845326156
3,"2b",1,1078.94300197475
3,"2b",1,1623.55601224947
3,"2b",0,1457.94969005884
4,"0b",1,475.189246702573
4,"0b",1,913.255218732369
4,"0b",1,698.177688656252
4,"0b",1,699.320422391529
4,"0b",1,1011.74122809014
4,"0b",1,671.72845339456
4,"0b",1,504.394924538727
4,"0b",1,439.088497546328
4,"0b",1,1000.70982300941
4,"0b",1,674.925327931093
4,"0b",1,854.436916293697
4,"0b",1,387.511877554428
5,"2b",1,816.952770035591
5,"2b",1,871.140719124907
5,"2b",0,1082.84030021005
5,"2b",1,1392.95994312658
5,"2b",1,948.166366542294
5,"2b",1,1400.85979958377
5,"2b",1,1650.97637363773
5,"2b",1,1468.09075611006
5,"2b",0,1674.9128506477
5,"2b",1,899.558832405724
5,"2b",1,1238.62930346799
5,"2b",1,1632.14429575068
6,"0b",1,852.199799321744
6,"0b",1,663.389983295216
6,"0b",1,1230.73365854046
6,"0b",1,641.122949116137
6,"0b",1,845.645418821558
6,"0b",1,602.336371789642
6,"0b",1,551.464205335179
6,"0b",1,1169.51106292013
6,"0b",1,754.674214719441
6,"0b",0,843.486882396953
6,"0b",1,890.089073614709
6,"0b",1,640.666556220603
