"","block_num","block","rc","rt"
"1",1,"2b",1,1245.48124541538
"2",1,"2b",0,1414.69774785423
"3",1,"2b",0,1324.44444533964
"4",1,"2b",0,1771.61223419311
"5",1,"2b",0,1245.34143840678
"6",1,"2b",1,1264.81153920609
"7",1,"2b",0,1057.84045621717
"8",1,"2b",0,1230.83183572834
"9",1,"2b",1,1265.61717884808
"10",1,"2b",0,617.584151392841
"11",1,"2b",1,1263.75654502402
"12",1,"2b",0,1167.35811256775
"13",2,"0b",1,1247.95545218832
"14",2,"0b",1,824.90664729079
"15",2,"0b",1,834.659631277868
"16",2,"0b",1,897.447594004624
"17",2,"0b",1,538.826826421724
"18",2,"0b",1,784.484536131535
"19",2,"0b",1,1072.53430963768
"20",2,"0b",1,575.082263944343
"21",2,"0b",0,703.518179033612
"22",2,"0b",1,455.668774862224
"23",2,"0b",1,906.305658934806
"24",2,"0b",1,927.439934716707
"25",3,"2b",0,1048.23735653286
"26",3,"2b",1,1658.34166046941
"27",3,"2b",1,925.165707958152
"28",3,"2b",1,1060.73589477485
"29",3,"2b",1,1519.36087529331
"30",3,"2b",0,960.443864771066
"31",3,"2b",1,448.517582427282
"32",3,"2b",1,1932.58421760666
"33",3,"2b",1,1480.17861893992
"34",3,"2b",0,1008.18027971996
"35",3,"2b",0,302.9606063347
"36",3,"2b",1,2251.10488569965
"37",4,"0b",0,579.026530318438
"38",4,"0b",1,986.722934865834
"39",4,"0b",1,712.785203227739
"40",4,"0b",1,735.736539745077
"41",4,"0b",1,766.232134549245
"42",4,"0b",1,1051.2889802695
"43",4,"0b",1,366.952133319374
"44",4,"0b",1,737.428951275306
"45",4,"0b",1,668.430961382351
"46",4,"0b",1,734.42185494314
"47",4,"0b",1,1237.98978342074
"48",4,"0b",1,625.382024625389
"49",5,"2b",1,1452.02101751407
"50",5,"2b",0,1226.78625607604
"51",5,"2b",1,583.218910044598
"52",5,"2b",0,904.696107138651
"53",5,"2b",1,1742.55622752884
"54",5,"2b",1,1751.53804297728
"55",5,"2b",1,2302.78663715031
"56",5,"2b",1,1298.20984580011
"57",5,"2b",1,552.08659300893
"58",5,"2b",0,915.79148649242
"59",5,"2b",1,1504.24425242007
"60",5,"2b",0,2250.06816744736
"61",6,"0b",1,1062.82883287877
"62",6,"0b",0,939.138842470339
"63",6,"0b",1,943.134273613064
"64",6,"0b",0,652.578409937179
"65",6,"0b",1,404.184405996739
"66",6,"0b",1,1188.62773724939
"67",6,"0b",1,373.934152499921
"68",6,"0b",1,518.331224088251
"69",6,"0b",1,988.689497755952
"70",6,"0b",1,421.34163518312
"71",6,"0b",0,634.438876018163
"72",6,"0b",1,445.160147965257
