"block_num","block","rc","rt"
1,"2b",1,1498.80429648067
1,"2b",1,1454.24764628405
1,"2b",1,1031.52235368098
1,"2b",0,961.662201816049
1,"2b",1,941.048448920181
1,"2b",1,864.725002549517
1,"2b",1,1030.03877507584
1,"2b",0,988.655116020681
1,"2b",0,1564.26872478129
1,"2b",1,1685.40933584702
1,"2b",0,2101.59037721752
1,"2b",0,1547.55984094963
2,"0b",1,466.157244742142
2,"0b",1,1833.79759345994
2,"0b",1,565.370339897603
2,"0b",1,715.339006600387
2,"0b",1,431.370142606533
2,"0b",1,702.44810103086
2,"0b",1,1440.27638162249
2,"0b",1,683.932375120597
2,"0b",1,983.061157345715
2,"0b",1,518.066067459226
2,"0b",1,1261.5090764048
2,"0b",1,940.50547944983
3,"2b",1,2091.58918050201
3,"2b",1,1931.3808139842
3,"2b",1,1452.49625639251
3,"2b",1,1466.83831740711
3,"2b",1,1510.75150446934
3,"2b",1,1749.18987782132
3,"2b",1,1492.96357343081
3,"2b",1,1603.04505865415
3,"2b",1,1618.90576376139
3,"2b",1,1413.89692185563
3,"2b",1,1660.22471204034
3,"2b",1,1328.91967836231
4,"0b",1,451.270035979793
4,"0b",1,1191.53876634872
4,"0b",1,479.460057284745
4,"0b",1,505.374960325057
4,"0b",1,1058.26654732241
4,"0b",1,775.476521849621
4,"0b",1,1251.02611464013
4,"0b",1,592.242193603902
4,"0b",1,343.898197017103
4,"0b",1,629.609749365812
4,"0b",1,826.604338739328
4,"0b",1,699.937767352931
5,"2b",1,347.821104362909
5,"2b",0,1617.66936693304
5,"2b",1,2235.07919396466
5,"2b",1,727.26903075936
5,"2b",1,857.282277914746
5,"2b",1,862.233049656416
5,"2b",1,1694.19522817079
5,"2b",0,1315.67234198709
5,"2b",1,1544.47390797197
5,"2b",1,1685.7349393456
5,"2b",1,1423.91730433457
5,"2b",1,1523.91581906915
6,"0b",1,409.835903889229
6,"0b",1,678.70159197149
6,"0b",1,1094.76951476758
6,"0b",1,898.777847945418
6,"0b",1,995.704170036317
6,"0b",1,899.413807434443
6,"0b",1,755.337398848089
6,"0b",1,617.348445531043
6,"0b",1,386.507608979762
6,"0b",1,686.574714239528
6,"0b",1,1416.23212193508
6,"0b",0,841.467620979167
