"","block_num","block","rc","rt"
"1",1,"2b",0,315.669221662889
"2",1,"2b",1,1225.59181932007
"3",1,"2b",1,1356.23190627595
"4",1,"2b",1,1662.33810132388
"5",1,"2b",1,706.256961997358
"6",1,"2b",1,1050.19990509204
"7",1,"2b",1,763.178504624421
"8",1,"2b",1,1828.62010635484
"9",1,"2b",0,1939.53629160467
"10",1,"2b",1,1693.83836267962
"11",1,"2b",0,688.798308711505
"12",1,"2b",1,1525.97605836833
"13",2,"0b",1,670.501669885422
"14",2,"0b",1,868.284481982026
"15",2,"0b",1,1188.48373870109
"16",2,"0b",1,973.500482140836
"17",2,"0b",1,1209.40183444206
"18",2,"0b",1,715.797116085862
"19",2,"0b",1,819.520405847658
"20",2,"0b",1,973.576787482554
"21",2,"0b",1,449.238013541309
"22",2,"0b",1,1041.85545663419
"23",2,"0b",1,892.2170228487
"24",2,"0b",1,879.141804081415
"25",3,"2b",1,1446.27934247309
"26",3,"2b",0,1634.37569971973
"27",3,"2b",1,1002.91117918789
"28",3,"2b",1,2090.21591849296
"29",3,"2b",0,1298.00552782501
"30",3,"2b",1,1723.92138444674
"31",3,"2b",0,1249.94173705365
"32",3,"2b",0,1160.1850465097
"33",3,"2b",1,1692.21912264
"34",3,"2b",1,507.691677704413
"35",3,"2b",0,1539.18307389702
"36",3,"2b",0,1496.78318649741
"37",4,"0b",1,797.9461090482
"38",4,"0b",1,1211.9156134952
"39",4,"0b",1,609.403076834632
"40",4,"0b",1,967.430988184633
"41",4,"0b",1,902.347360526563
"42",4,"0b",1,446.144411257533
"43",4,"0b",1,965.382263440367
"44",4,"0b",1,789.577381540611
"45",4,"0b",1,1355.17151108319
"46",4,"0b",1,972.102532478913
"47",4,"0b",1,1054.90876732478
"48",4,"0b",0,1200.31507560049
"49",5,"2b",1,865.887976364388
"50",5,"2b",0,1664.78018047885
"51",5,"2b",1,1550.13293620914
"52",5,"2b",1,1617.12512685346
"53",5,"2b",0,1511.82252278613
"54",5,"2b",1,1199.080977645
"55",5,"2b",0,1261.56705078299
"56",5,"2b",1,1643.68205664076
"57",5,"2b",0,1385.81575346227
"58",5,"2b",0,884.945712836506
"59",5,"2b",1,1154.92044009717
"60",5,"2b",0,640.437137911745
"61",6,"0b",1,766.141028171308
"62",6,"0b",0,1196.32078016645
"63",6,"0b",1,998.676289080392
"64",6,"0b",1,932.414959506091
"65",6,"0b",1,1155.12377368395
"66",6,"0b",1,568.549567669732
"67",6,"0b",1,1018.90675740561
"68",6,"0b",1,623.874315266342
"69",6,"0b",1,800.229255908754
"70",6,"0b",1,1464.33959580204
"71",6,"0b",1,1090.83031871278
"72",6,"0b",1,1030.40231411516
