"","block_num","block","rc","rt"
"1",1,"2b",1,1816.06399243669
"2",1,"2b",0,853.2420827992
"3",1,"2b",1,1872.00766284251
"4",1,"2b",1,1093.40425239354
"5",1,"2b",1,943.406089121994
"6",1,"2b",1,1197.12692809122
"7",1,"2b",0,1495.00986442142
"8",1,"2b",0,1196.39217737214
"9",1,"2b",1,849.746389726071
"10",1,"2b",1,1159.18786060461
"11",1,"2b",1,1045.74415906378
"12",1,"2b",1,1527.98310876951
"13",2,"0b",1,801.247904005533
"14",2,"0b",0,1289.02020038205
"15",2,"0b",1,655.854431886674
"16",2,"0b",1,935.840732726169
"17",2,"0b",1,843.018119293981
"18",2,"0b",0,967.103667556407
"19",2,"0b",1,718.390964848846
"20",2,"0b",1,605.510211045199
"21",2,"0b",1,821.588253309694
"22",2,"0b",1,862.344449211024
"23",2,"0b",1,744.400313094841
"24",2,"0b",1,809.432199507934
"25",3,"2b",1,388.556365483776
"26",3,"2b",0,1327.0989785548
"27",3,"2b",1,1740.13661030203
"28",3,"2b",1,1689.05334896783
"29",3,"2b",0,685.126612644129
"30",3,"2b",1,743.425744628294
"31",3,"2b",0,1366.87231743882
"32",3,"2b",0,1613.04067268843
"33",3,"2b",0,1736.46583192773
"34",3,"2b",0,1708.19598946948
"35",3,"2b",1,816.012254016756
"36",3,"2b",1,643.697471900007
"37",4,"0b",1,688.956012690983
"38",4,"0b",1,1333.71150844871
"39",4,"0b",1,965.420601524173
"40",4,"0b",1,1157.09319352566
"41",4,"0b",1,899.180667888322
"42",4,"0b",1,780.604331570037
"43",4,"0b",1,496.235579488036
"44",4,"0b",0,632.445742942592
"45",4,"0b",1,785.867649117072
"46",4,"0b",1,884.622220395513
"47",4,"0b",0,790.034236300671
"48",4,"0b",1,746.608403271975
"49",5,"2b",1,1258.18788328633
"50",5,"2b",1,929.540692612542
"51",5,"2b",1,1176.1130680488
"52",5,"2b",1,756.608572149352
"53",5,"2b",1,775.351323823626
"54",5,"2b",0,340.524114146702
"55",5,"2b",1,1790.84938632422
"56",5,"2b",0,1362.98204107265
"57",5,"2b",0,741.611812222785
"58",5,"2b",0,1881.89330187295
"59",5,"2b",1,1612.29584168456
"60",5,"2b",1,1671.19113729233
"61",6,"0b",1,647.278878758819
"62",6,"0b",1,495.330575554556
"63",6,"0b",1,830.257599683129
"64",6,"0b",1,1706.63125558712
"65",6,"0b",1,671.415246474889
"66",6,"0b",1,1143.70436533543
"67",6,"0b",1,727.070537124472
"68",6,"0b",1,656.437028670837
"69",6,"0b",1,586.874863337733
"70",6,"0b",1,736.626611684719
"71",6,"0b",0,1292.53534126263
"72",6,"0b",1,890.554016169032
