"block_num","block","rc","rt"
1,"2b",1,505.272443204087
1,"2b",0,1945.3669638963
1,"2b",0,1053.1380628588
1,"2b",0,1497.48533885301
1,"2b",0,1890.80892657196
1,"2b",1,1044.08365270976
1,"2b",0,1232.51617566889
1,"2b",1,1475.12808976223
1,"2b",1,1412.93961090881
1,"2b",1,912.842375205948
1,"2b",1,1665.4078050033
1,"2b",1,1572.81776412123
2,"0b",1,655.059479404318
2,"0b",1,640.595924152835
2,"0b",1,623.69457302423
2,"0b",1,676.490639303749
2,"0b",1,1012.75568637602
2,"0b",1,876.919026060697
2,"0b",0,793.149771879694
2,"0b",1,844.981624184312
2,"0b",0,555.065832256368
2,"0b",1,808.268345509005
2,"0b",1,1238.53577455294
2,"0b",1,423.366716605407
3,"2b",1,1019.75700667206
3,"2b",1,1198.70935779149
3,"2b",1,2111.44259056584
3,"2b",1,961.614734781002
3,"2b",1,1338.13220256935
3,"2b",0,947.300829186545
3,"2b",1,679.886075478041
3,"2b",0,1617.9739489343
3,"2b",1,774.685660173627
3,"2b",1,2667.6045948111
3,"2b",1,1346.28146891361
3,"2b",1,1330.12678803934
4,"0b",1,564.503208398807
4,"0b",1,1164.48452929349
4,"0b",0,743.305527268729
4,"0b",1,572.840413196052
4,"0b",1,1037.61784336408
4,"0b",1,1203.55400570665
4,"0b",1,591.640554778606
4,"0b",1,666.520236787288
4,"0b",1,903.585256017136
4,"0b",1,798.54666903921
4,"0b",1,921.909941445433
4,"0b",1,1314.25955773143
5,"2b",1,1521.76135720055
5,"2b",1,518.129646216054
5,"2b",1,1306.9518291517
5,"2b",0,1041.89200635816
5,"2b",1,704.728712241236
5,"2b",1,1093.46539608149
5,"2b",1,1485.99747271145
5,"2b",0,1346.17148201023
5,"2b",0,1646.74188126056
5,"2b",1,1770.44962157677
5,"2b",1,1714.23201486393
5,"2b",1,1137.75541176233
6,"0b",1,884.545793208011
6,"0b",1,679.818993442345
6,"0b",1,852.008450856801
6,"0b",1,1210.8163008636
6,"0b",1,1189.75882812705
6,"0b",1,663.110931936362
6,"0b",1,803.199458557417
6,"0b",1,363.773256519728
6,"0b",1,581.674002209377
6,"0b",1,1402.47211923955
6,"0b",1,1249.40290565329
6,"0b",1,731.22358241506
