"","block_num","block","rc","rt"
"1",1,"2b",0,1344.75661388138
"2",1,"2b",1,1429.60897460719
"3",1,"2b",1,1404.81641653052
"4",1,"2b",0,1112.41462346957
"5",1,"2b",1,732.989377622476
"6",1,"2b",1,1426.86315484198
"7",1,"2b",1,590.716528582193
"8",1,"2b",1,761.80165253081
"9",1,"2b",1,760.660568663823
"10",1,"2b",1,1353.59440828354
"11",1,"2b",0,2099.24377416237
"12",1,"2b",0,542.337927967517
"13",2,"0b",1,733.794695824636
"14",2,"0b",0,892.318037363185
"15",2,"0b",1,781.996024000019
"16",2,"0b",1,633.304133018235
"17",2,"0b",1,758.415494161733
"18",2,"0b",1,1364.85193771594
"19",2,"0b",1,1062.10060388181
"20",2,"0b",1,525.620878151713
"21",2,"0b",1,426.524713300604
"22",2,"0b",1,692.005327795218
"23",2,"0b",1,1198.6324102844
"24",2,"0b",1,887.803735525086
"25",3,"2b",1,1517.23414906641
"26",3,"2b",1,1396.00018556946
"27",3,"2b",0,971.878435791471
"28",3,"2b",1,1584.19926543476
"29",3,"2b",1,764.714732554807
"30",3,"2b",1,473.425487759554
"31",3,"2b",1,1278.32361575312
"32",3,"2b",1,1282.70324710048
"33",3,"2b",1,2482.52776600141
"34",3,"2b",0,691.826346054051
"35",3,"2b",0,1385.45316167452
"36",3,"2b",1,1702.5265468111
"37",4,"0b",1,1227.03773859507
"38",4,"0b",1,962.150798274524
"39",4,"0b",1,789.928468448742
"40",4,"0b",1,794.64091366697
"41",4,"0b",1,755.063084061979
"42",4,"0b",0,876.967844286575
"43",4,"0b",1,648.839920088895
"44",4,"0b",1,883.103375498002
"45",4,"0b",0,520.593192553778
"46",4,"0b",0,860.044062582427
"47",4,"0b",1,1132.05122619993
"48",4,"0b",1,952.76183409614
"49",5,"2b",0,782.595994507369
"50",5,"2b",0,1382.25935425292
"51",5,"2b",1,1375.91616517754
"52",5,"2b",1,1360.83515098343
"53",5,"2b",1,1194.78770817827
"54",5,"2b",1,1524.9683935731
"55",5,"2b",0,784.417754051269
"56",5,"2b",1,655.317905888389
"57",5,"2b",1,972.715680943377
"58",5,"2b",0,1271.33794807611
"59",5,"2b",0,1928.37391017852
"60",5,"2b",1,2093.72706993227
"61",6,"0b",1,639.333925311877
"62",6,"0b",1,900.403631930165
"63",6,"0b",1,696.205598253649
"64",6,"0b",1,601.515279549066
"65",6,"0b",1,734.266586959386
"66",6,"0b",1,689.928526809888
"67",6,"0b",1,1128.37346235271
"68",6,"0b",1,862.762424731138
"69",6,"0b",1,929.747427845965
"70",6,"0b",1,427.743924259767
"71",6,"0b",1,1249.04651288841
"72",6,"0b",1,847.811132348229
